1642460400	-0.711945
1642546800	-0.712008
1642633200	-0.711853
1642719600	-0.713036
1642978800	-0.712340
1643065200	-0.713136
1643151600	-0.712482
1643238000	-0.711974
1643324400	-0.712118
1643583600	-0.696923
1643670000	-0.710138
1643756400	-0.711321
1643842800	-0.712981
1643929200	-0.712908
1644188400	-0.713964
1644274800	-0.714349
1644361200	-0.715874
1644447600	-0.716083
1644534000	-0.716170
1644793200	-0.713401
1644879600	-0.716410
1644966000	-0.716320
1645052400	-0.716009
1645138800	-0.716572
1645398000	-0.716740
1645484400	-0.716355
1645570800	-0.717005
1645657200	-0.718465
1645743600	-0.716351
1646002800	-0.698075
1646089200	-0.712445
1646175600	-0.715363
1646262000	-0.717187
1646348400	-0.716227
1646607600	-0.716135
1646694000	-0.712995
1646780400	-0.714656
1646866800	-0.704382
1646953200	-0.708304
1647212400	-0.699052
1647298800	-0.697491
1647385200	-0.688875
1647471600	-0.681313
1647558000	-0.687430
1647817200	-0.691724
1647903600	-0.691818
1647990000	-0.692133
1648076400	-0.698258
1648162800	-0.700627
1648418400	-0.699483
1648504800	-0.700303
1648591200	-0.701874
1648677600	-0.701726
1648764000	-0.703300
1649023200	-0.706659
1649109600	-0.708468
1649196000	-0.707253
1649282400	-0.708562
1649368800	-0.708183
1649628000	-0.707956
1649714400	-0.707958
1649800800	-0.708040
1649887200	-0.709521
1650319200	-0.709118
1650405600	-0.708712
1650492000	-0.709692
1650578400	-0.708779
1650837600	-0.707494
1650924000	-0.708318
1651010400	-0.707814
1651096800	-0.707150
1651183200	-0.701592
1651442400	-0.701838
1651528800	-0.704452
1651615200	-0.706886
1651701600	-0.705288
1651788000	-0.707319
1652047200	-0.707970
1652133600	-0.709857
1652220000	-0.710185
1652306400	-0.709048
1652392800	-0.709220
1652652000	-0.709321
1652738400	-0.709033
1652824800	-0.710689
1652911200	-0.710857
1652997600	-0.709677
1653256800	-0.708531
1653343200	-0.709266
1653429600	-0.709319
1653516000	-0.709319
1653602400	-0.709455
1653861600	-0.709508
1653948000	-0.692302
1654034400	-0.708829
1654120800	-0.708356
1654207200	-0.708833
1654466400	-0.708833
1654552800	-0.708560
1654639200	-0.707917
1654725600	-0.707851
1654812000	-0.707569
1655071200	-0.708642
1655157600	-0.703587
1655244000	-0.695887
1655330400	-0.499792
1655416800	-0.210253
1655676000	-0.210508
1655762400	-0.207307
1655848800	-0.194618
1655935200	-0.198652
1656021600	-0.201077
1656280800	-0.202217
1656367200	-0.195158
1656453600	-0.200881
1656540000	-0.195447
1656626400	-0.205053
1656885600	-0.206222
1656972000	-0.209658
1657058400	-0.210571
1657144800	-0.212121
1657231200	-0.212823
1657490400	-0.209433
1657576800	-0.207978
1657663200	-0.209990
1657749600	-0.210415
1657836000	-0.210095
1658095200	-0.210317
1658181600	-0.213576
1658268000	-0.213134
1658354400	-0.210998
1658440800	-0.202208
1658700000	-0.206590
1658786400	-0.208027
1658872800	-0.206142
1658959200	-0.206001
1659045600	-0.188650
1659304800	-0.188650
1659391200	-0.208158
1659477600	-0.207892
1659564000	-0.208758
1659650400	-0.208330
1659909600	-0.208007
1659996000	-0.208244
1660082400	-0.207915
1660168800	-0.209194
1660255200	-0.209749
1660514400	-0.207749
1660600800	-0.209503
1660687200	-0.210782
1660773600	-0.210470
1660860000	-0.210692
1661119200	-0.208649
1661205600	-0.209666
1661292000	-0.210045
1661378400	-0.206724
1661464800	-0.209150
1661724000	-0.209884
1661810400	-0.211085
1661896800	-0.200623
1661983200	-0.209887
1662069600	-0.209099
1662328800	-0.209949
1662415200	-0.210622
1662501600	-0.211577
1662588000	-0.212270
1662674400	-0.212704
1662933600	-0.213135
1663020000	-0.213529
1663106400	-0.212813
1663192800	-0.211355
1663279200	-0.213174
1663538400	-0.213773
1663624800	-0.215364
1663711200	-0.214512
1663797600	-0.213901
1663884000	0.375998
1664143200	0.382446
1664229600	0.377469
1664316000	0.397292
1664402400	0.401184
1664488800	0.436530
1664748000	0.438425
1664834400	0.444624
1664920800	0.445109
1665007200	0.441356
1665093600	0.439780
1665352800	0.444302
1665439200	0.444284
1665525600	0.442408
1665612000	0.439929
1665698400	0.437208
1665957600	0.451909
1666044000	0.450573
1666130400	0.447044
1666216800	0.446218
1666303200	0.437791
1666562400	0.430327
1666648800	0.440404
1666735200	0.441779
1666821600	0.453023
1666908000	0.459605
1667170800	0.470718
1667257200	0.472101
1667343600	0.462801
1667430000	0.456521
1667516400	0.447446
1667775600	0.453429
1667862000	0.450520
1667948400	0.450096
1668034800	0.452104
1668121200	0.451399
1668380400	0.450827
1668466800	0.453219
1668553200	0.451232
1668639600	0.450881
1668726000	0.450250
1668985200	0.456993
1669071600	0.451251
1669158000	0.452323
1669244400	0.451409
1669330800	0.454540
1669590000	0.459359
1669676400	0.459201
1669762800	0.459251
1669849200	0.459501
1669935600	0.458407
1670194800	0.456258
1670281200	0.457149
1670367600	0.456799
1670454000	0.460195
1670540400	0.461501
1670799600	0.459335
1670886000	0.453391
1670972400	0.453386
1671058800	0.451261
1671145200	0.938534
1671404400	0.937030
1671490800	0.943006
1671577200	0.948754
1671663600	0.950917
1671750000	0.956236
1672095600	0.936676
1672182000	0.939876
1672268400	0.935247
1672354800	0.942118
1672614000	0.942118
1672700400	0.950925
1672786800	0.946407
1672873200	0.947037
1672959600	0.945700
1673218800	0.946529
1673305200	0.945695
1673391600	0.935692
1673478000	0.930891
1673564400	0.931384
1673823600	0.939932
1673910000	0.936423
1673974800	0.936423
