2022-06-16	2022-12-03	0.062031	0.062032	0.06203151843596914701608551801793589762114820194205536213321371406405940994264485303491120086389451732855045411871967117900819179(25253562846195363521424013318362670048231613236454334275171406776258817966544981530609969322175878899631212348983109873854796485006532385830523531794914695285384148779622869807341986837110022931452668502381684066375029765337592785491522762814238508950378888585360380245718110737618040476722222963549884267424013009749192133659800696934849279391276753983078428511367368961365864045885733201717565527151412777737241632680592612235357917615749046219657832486581513540441397749728511158636656259294221881968273156118089313997612988090545396188938450816419782735021953954989355268929646563193063786022574972381929111172545171549498138170066156706631447712271765264316364185490180404592134988553290146318716167230579246960040227516365032091516088078220518652984857249468381723162815658763496983044970386163257047470188587663701740949064513801097742606098774514155348884639249153045701606313607845066727941809412345974336181243105802685226763314908634893839446624914781796379056484998192770104257677283254207542734842236643249044282977488704185004426869212857541833882009905911621659784599735136554707757746130143170070269029413779871323851198227943704826685404239906829850536428102728566451425216709/407108571302552791755198406001233665357199478496158702471443437675071954466525415280824044275016845753211899964597025577631744000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-17	2022-08-16	-0.205887	-0.205886	-0.20588648481837633930561976003429382004605251063980876509350089853409507962526489925246669567215362383965424087081228423792327065(-2236095502130976176730106218676076626607290080417202238751994522869319289959434668516722018383361084225090164826061880540397362200275886877122163853961337776081863758805073940028084858625818262094274590388869102438450101625361689200458824510664694136551123157967668884850659931047232676565038777857552546696588275191643723483982288850445796762873269354952922000947114988421959025813119565620800860749345279854641/10860817329042057219849500505283245303480188928000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-17	2022-08-23	-0.206331	-0.206330	-0.20633047894901977544492024706020814440354873041332017023255946822256296706492680239620720648789894770484639646820213502149920343(-630450088433240800580651518425017967911500173229808181027785648866230593352177146553356063925831986955015280259217133937135803363071864890564706895922420972560298743603946553788396377466064571987620229495754830985745886790986706495596168535449391415771229996400907370834275047216149455626271988097342287459455724045425979802485878881179792312452973787034378595157436128555361513449071484034242178265853091102330600935296573448873154177050325043263437913564482033/3055535428621830916545268722314205410061405318587351040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-17	2022-11-30	0.058239	0.058240	0.05823950046564168961854728225011584767065758008756490567376180806332118943756829807298816893966516663678387713928684400493923955(661634721791591000342953132458934529294838036370715164183614108588119816252106470845251379931167508807698414763410254230153856136428282827538790435611650711092437891994539963859496754840690813066976799352714715950121998613517816081544397674707514855020722842491879473655510130782827698905889717839431138282226281135258029442758971949954304729395688546243606200930639439794638094397310222896983427917997096903812934711950064457105526001386186597337319550376829094695268071714386979114470016464587762295496452454979857537489443120951287204356503899814597075005820531730429570839651281938886411077754520643983302121392851195263111898197682304884709928349778082330551845597879242389515246120993160511781689543233667284651370292149974688999930364680096907449835587653691247468110228008869491896786236878039290766470547548056714292438043632734417403435191739132836446560239111934957228782684036244631904206705796044040471894018793898154258349607671852974698629702634656221715156717751133470128051914076604611883046047091433276596180642541078243418453436120982529880679557422893960494142381134141585926457156694631672171444163080571336737158712260173666307997/11360583736152089121440015767672071002665334165517218155790165593154392338659461479702384301227305131094363651880615778713600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-17	2022-12-01	0.060641	0.060642	0.06064150544074854335741250731282553779775017061419890222144092338598977038256101704404547211462213434950366034320524874930716071(24950629382415839250738402550376762206259429876807137356893061242699049130419572982629294173063670988791355879725000002796396938900002692616713285699065770685528484024997775083414825612009026612507756598859809307790406759564626635606151581635647041881650705451693798289738520474864869305015580070978328454749833371571126708324602606698981958722646067364130374155894403429700336525642658083408579067584150256622015822624281718234850926219824380111724517574906677518168218478275134152055465892194690821032294257420561273304173901918489079356434028322097988453730832640380482281738283830490792514322336613024759146345625194817776304114518922159645758028511315527833954829789295397662495487622050090654099019809116441852383473943857128972023391035503398367378924399976350454211059185409625009607327618585486944015263504095473707121865087242415403437593847624023500570439527266030855477218900981233077934888047491428996009815434380358669821827177502379995301152615237188650250120746478588850407158684727357622534269596071770745286213204035084395788691868514363073052294299191608599263376616211775329009935952382409364462066278803907038004681518242016184104317613930247/411444755552688914446369727682195728120626439777647684051870334614724136988076400096209243487822641253851290813893144949555200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-17	2022-12-31	0.158273	0.158274	0.15827350397998067591997863183124346744903097975468494993971348107649546742550342569438468334125220236920513516763073946896553796(1375599577013364580540905298626297418391274795140876656281637066667761554512921963963510526622407288366009088439834355209214984979693586563210296786528590492405183842147065226621570468487453021813150929814730063118156461216506228967328896536307821506170225757298902842827347500736936665663884577507000481134268643664375935805726793933514126501680475654594153417097287943301937652694260794829875670086504315853911889598324826699585013393247396006411388249462940639865675724037090992002438381939200033284456074125693734745552940491920685514384570318018670048288426980402901784363674425863142613786591937201979803227840610607736850835783628963618326904569772158783005777036544788184649468275618329097836773677060100774696889260081410452369353027106324660080844366210321408956210560966548381453321924865479636174245361421721606182879155421915571949870740796845246087391170338472476201107367198709480825204970928737323672123075828261601994445977715171769993882065841758969348125109045864128572939378180853631589009519975237155059118267249906501361621926166440625857592245745957289017940962020594247234702862094326552956058559949306921100564695781106781474325905583473344973805845715285642862754479225749835620556565518386583710576763647223269983997086064330484154776466671952916171079723378883860173043268498102758983371272305047963246188912015678175479726312966242780435464155507/8691281499570251262975110831921802991928990064093272742538053273599736065796013024988260735445006081527311716278287299900735997053746033851806987059200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-18	2022-07-23	-0.206810	-0.206811	-0.20681050207041380738686863901333285471507962246206057464022817904804116119066040778053042569773814069560184841910333515427579538(-4666224874376087792918572610948082978299056104488225352022094711454480959110778204933555011781658860007415133095149490394724382866525913501356671019806459273717216967979179766876468462343831218958294518773584895001199906396646743503077702609985829188367719/22562804246698046507251138560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-18	2022-08-15	-0.205782	-0.205781	-0.20578145568902584738333007164013133078020115691960679921094311485687921035454416397493731373073317330435059110044258132005371033(-90019012775476795104259278438765345824403424656463280661394439117647541483638220685519723422764692810895611625200900821203199396773908502385733073577865787281757822379281473284727619239858307970109545489036225395301826214925149922845721075662442155207052236671871766359587528688749253374434880154472128293791087888840385858795232297786112486340817700245086580207407919476722128832578006028129509709891/437449586864193971355049325907241824723507609600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-18	2022-10-17	-0.082571	-0.082570	-0.08257047188156723057186318216502252218319160879311850734403312520479030308053923977134116524815099454985296666048743458392377339(-266410570100028293757056788454527417623272194053479663233416377799875258610550549585099697470967447402807199950702118013861519521623998839940585526424745614811282104743289180734939825162696781064152785614274760220922003724717846218810787963980074639897278995523225598771650322777788798148132375327518114431614810461518628530611958500058208996801447143265208554219982327503969057390252956856166888671640658227816787810524157119746636499395565712491072226574938148803688860079705693100781424512880342133316552998592346933976284009659026082997834273706759861730303910022803961842765042889706780203615057138083421637014122173145230642120246405674007692019043753762517255966978903819218682849629946209016118821757260370281021593024425106134483944638738815151376613079249467566307319474704362031660900171636463207774989748935983877144318316797/3226462971922302187871129997658997310773276395555766077164620296274227474485447140101324800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
2022-06-18	2022-11-02	-0.020410	-0.020409	-0.02040948699388538564120941518479272483792445004801327769931481864622399630127347028241984115745819132932792195198288493947425008(-1514420477307366382260487491575362779906263745372118844254250090194201640396818502712072437286138254929713588099309999585299047803088896387757242554108389262361009761141918917817979433949280605618910450438741783703860176879086378049675261795628292580742758912655406325686519410767978327327944295874973869014415984302165231841375104570042223997269487664123287354468213455720533904323486873607829347383185772010545595984292514986564299478973419195049619565684268095503209196621192480887370368666720871631409254429336166776919807253070566084531792813855159485135218645092704503824606042541418428818110911916463437742298296664421315207843568512486849285145540908255566781378802186951224698273425010127487858046751879589270431331542934126084262632734603904898211177634542927911473791105041617365568106889154853256874810910989793212294672144375876989832018091182325940125108113911890242626022060083768337785857995366026296243103593146167481064941191624745046217731/74201790459558425728803162405556698315708994010784817119051256361012653601672564811787271805605951569920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000)
